x,y,label
10.111948,13.803612,0
9.412441,12.351887,0
10.968122,11.779899,0
5.566368,6.136227,0
9.010652,5.062260,0
10.395558,4.052140,0
10.322731,12.861063,0
9.431454,9.585807,0
11.401438,9.787627,0
5.849391,5.275416,0
7.274538,3.848238,0
7.134148,13.015645,0
11.426340,11.590549,0
7.294046,10.861385,0
6.388566,10.440667,0
7.057286,7.574615,0
10.965954,5.428071,0
10.043214,8.891644,0
11.291205,8.882472,0
5.217388,5.463490,0
13.123760,7.875740,0
6.744503,13.116023,0
9.691365,6.478944,0
10.245204,13.695736,0
10.308368,11.756194,0
13.169974,6.895884,0
11.361374,7.706069,0
7.247655,7.895734,0
7.388548,5.327256,0
10.956394,13.682238,0
10.554860,5.868550,0
11.430347,10.568870,0
9.312042,7.476571,0
11.806692,9.519961,0
5.343141,6.442982,0
6.987537,13.036430,0
11.281515,10.876360,0
5.586054,7.215509,0
8.617171,8.280142,0
9.082401,11.730706,0
5.844169,5.944687,0
11.975131,12.580029,0
5.497689,6.154328,0
11.438050,8.364157,0
9.018330,13.431544,0
5.601260,9.415667,0
6.903384,12.325320,0
10.778119,10.231915,0
8.503860,3.932243,0
6.335801,11.494291,0
10.328849,5.316248,0
14.121018,7.633662,0
10.949892,7.284581,0
11.408643,12.961538,0
12.099945,6.538206,0
8.826624,12.482940,0
10.276787,4.708603,0
11.075482,10.333206,0
10.766740,10.149620,0
9.745369,8.847326,0
6.169406,14.049374,0
9.905745,3.595828,0
7.856634,12.590706,0
5.249661,8.051774,0
5.463772,8.977901,0
5.570002,8.794222,0
4.953330,7.147607,0
6.822090,5.445021,0
12.076194,3.416755,0
6.066671,5.704124,0
12.782125,6.513908,0
9.973392,11.640428,0
9.754317,5.480437,0
11.489164,9.088583,0
6.384454,11.228417,0
11.935407,12.021520,0
13.359645,6.363163,0
11.016558,12.088077,0
7.110895,9.992317,0
7.404453,13.298733,0
9.604935,11.439225,0
10.986082,11.834525,0
6.309392,7.568635,0
6.077814,11.747619,0
11.627314,13.001872,0
6.359085,12.006608,0
10.899075,13.468485,0
11.554596,9.565532,0
11.566037,3.689307,0
12.087960,13.556387,0
7.483686,10.338168,0
10.330927,10.558808,0
8.839750,8.776008,0
10.040026,13.149233,0
11.749085,12.434752,0
8.460251,8.469508,0
11.083794,13.131695,0
13.115277,7.506258,0
11.117197,4.905179,0
9.651354,13.509450,0
8.386922,6.553977,0
10.439175,10.157168,0
10.691734,13.231604,0
9.232494,6.269074,0
11.573279,11.173666,0
10.969014,14.041806,0
10.016882,13.534175,0
11.638536,12.593036,0
8.049834,6.614278,0
9.687023,12.854528,0
10.524285,9.992124,0
8.057234,4.745665,0
6.851717,6.077594,0
